ASIN,Group_int,TF_IDF
0674875311,0,"  (0, 359)	0.6002100577954593
  (0, 87)	0.7998424135548022"
B00000I9PK,1,"  (0, 726)	1.0"
0689818289,0,
1853434701,0,"  (0, 871)	1.0"
0743520947,0,
0198643128,0,"  (0, 54)	0.5823275967340874
  (0, 563)	0.48807671171305367
  (0, 225)	0.46721190108766614
  (0, 265)	0.45209372153052896"
1571741275,0,"  (0, 62)	0.5681658202828858
  (0, 420)	0.4998567195691166
  (0, 135)	0.42667200287241497
  (0, 830)	0.49525938913736794"
088404291X,0,"  (0, 1)	0.4626308051788395
  (0, 594)	0.47595738237717045
  (0, 516)	0.5028843935782267
  (0, 243)	0.4466151893457608
  (0, 841)	0.3272299919037988"
0486231801,0,"  (0, 56)	0.4979796301272741
  (0, 218)	0.5032996704388716
  (0, 406)	0.4884684294330515
  (0, 703)	0.2937056790294919
  (0, 236)	0.41694279855570066"
3895088994,0,"  (0, 100)	1.0"
067972186X,0,
0306808579,0,"  (0, 779)	0.5840016647908366
  (0, 252)	0.355989068127922
  (0, 827)	0.607064579785258
  (0, 378)	0.4045818024393745"
0761540849,0,"  (0, 850)	0.26084771823051395
  (0, 760)	0.6014207192735312
  (0, 360)	0.2966516666840963
  (0, 553)	0.6057892711507252
  (0, 359)	0.17454693335281365
  (0, 461)	0.2912080046835806"
1852791047,0,"  (0, 876)	1.0"
0130153621,0,"  (0, 203)	1.0"
157270182X,0,"  (0, 155)	1.0"
0805055592,0,"  (0, 366)	0.48744941861744284
  (0, 363)	0.5787882070121674
  (0, 43)	0.48113831841659266
  (0, 606)	0.44260952798647607"
087678094X,0,"  (0, 100)	0.445218111076137
  (0, 703)	0.8954221538301341"
0721674895,0,"  (0, 551)	0.6115755671117583
  (0, 198)	0.5998947319800156
  (0, 120)	0.5158504010413838"
0486284999,0,"  (0, 253)	0.5258665732879751
  (0, 802)	0.5508816848814555
  (0, 236)	0.5138576583047355
  (0, 449)	0.3948974846236745"
0679444653,0,"  (0, 881)	0.7386565223691587
  (0, 448)	0.6740819994344164"
6303864120,3,"  (0, 207)	0.4904453219394549
  (0, 110)	0.599045383892294
  (0, 129)	0.6329360269608918"
1563897431,0,"  (0, 163)	0.4787260062331096
  (0, 56)	0.462529343285204
  (0, 209)	0.4674706593606127
  (0, 253)	0.3963117248642482
  (0, 841)	0.30418605554527184
  (0, 876)	0.2979380145938777"
1891024248,0,"  (0, 609)	0.6390523050205698
  (0, 542)	0.7691632800959084"
096745039X,0,
0312966091,0,"  (0, 599)	0.8088021477093054
  (0, 549)	0.588080849765417"
0061007226,0,
0803960972,0,"  (0, 595)	0.42962118213505107
  (0, 479)	0.3817547135097868
  (0, 608)	0.36837839434780006
  (0, 127)	0.41759199620002985
  (0, 687)	0.3788299917149944
  (0, 432)	0.46485599838936165"
B0000296JH,1,"  (0, 590)	0.5762302602636585
  (0, 525)	0.6235343576900669
  (0, 531)	0.528359339783553"
B0000296JO,1,
B0000296JB,1,"  (0, 477)	1.0"
B0000296JD,1,"  (0, 322)	0.6642768672707052
  (0, 335)	0.7474866176788838"
B0000296JC,1,"  (0, 477)	1.0"
B0000296JF,1,"  (0, 322)	0.6642768672707052
  (0, 335)	0.7474866176788838"
0520225228,0,"  (0, 654)	0.6053084436612909
  (0, 196)	0.47367358884241684
  (0, 839)	0.5011025727845835
  (0, 39)	0.3976571774960965"
0811826449,0,"  (0, 157)	0.5455880951514176
  (0, 146)	0.661371207819739
  (0, 845)	0.5147055040468356"
081321078X,0,"  (0, 685)	0.7128864452545379
  (0, 398)	0.582830222649972
  (0, 359)	0.3900023688878474"
1563220776,0,"  (0, 409)	1.0"
0847690458,0,"  (0, 876)	1.0"
0787951978,0,"  (0, 74)	0.488556109633386
  (0, 413)	0.5078497670076599
  (0, 565)	0.38146131338483147
  (0, 482)	0.4323328071916714
  (0, 113)	0.41349383563318687"
B0000296JU,1,
B0000296JW,1,"  (0, 531)	1.0"
0471377554,0,"  (0, 84)	0.6245446734884188
  (0, 362)	0.4913500491566715
  (0, 127)	0.6070577237882578"
0385333641,0,
0834209136,0,"  (0, 269)	0.6464188055939848
  (0, 120)	0.5452398984497271
  (0, 367)	0.5337191966877127"
0816623414,0,"  (0, 810)	0.5270864804022889
  (0, 796)	0.42310216702043607
  (0, 58)	0.37311582876527805
  (0, 496)	0.532717476438656
  (0, 841)	0.34664256383394176"
0866539972,0,"  (0, 734)	0.4750151831617566
  (0, 119)	0.5188148712639363
  (0, 782)	0.5024796112507197
  (0, 252)	0.300782340593477
  (0, 265)	0.4027852144575606"
1874416125,0,"  (0, 427)	0.5817212575484322
  (0, 663)	0.7191140369481928
  (0, 359)	0.38009917177013647"
0679449159,0,"  (0, 573)	0.7542663395866549
  (0, 714)	0.6565685714124222"
0800618149,0,"  (0, 402)	0.6062957709769274
  (0, 722)	0.5912546843906596
  (0, 43)	0.5318113728396514"
1901295141,0,"  (0, 606)	1.0"
B0000296J9,1,"  (0, 727)	0.6352556609474224
  (0, 811)	0.7723019132659544"
0060920203,0,"  (0, 765)	1.0"
089555092X,0,"  (0, 739)	0.48143937447424895
  (0, 194)	0.461620309071543
  (0, 488)	0.48624893244584
  (0, 742)	0.48624893244584
  (0, 703)	0.2867869773003977"
B0000296J5,1,"  (0, 481)	1.0"
B0000296J3,1,
0590282085,0,
1586648500,0,"  (0, 142)	0.483340585303435
  (0, 550)	0.4339884514705187
  (0, 100)	0.2804877798666137
  (0, 845)	0.7066558624495038"
0671315242,0,"  (0, 72)	0.4446967794274584
  (0, 332)	0.5646785668063439
  (0, 14)	0.4608193132925955
  (0, 250)	0.520603929156245"
0689801130,0,"  (0, 578)	0.4976621038358471
  (0, 884)	0.527080461021603
  (0, 696)	0.4718704717489684
  (0, 602)	0.501853440664044"
0399521372,0,"  (0, 471)	0.5076436901652044
  (0, 871)	0.5878683718201373
  (0, 487)	0.6298481255421776"
0891099506,0,"  (0, 387)	0.48753707865514945
  (0, 719)	0.45950549101560934
  (0, 3)	0.43997730670271373
  (0, 414)	0.48753707865514945
  (0, 85)	0.3462511619994005"
0781719682,0,"  (0, 120)	1.0"
1579102573,0,"  (0, 869)	0.5839835710297306
  (0, 583)	0.6462137637416036
  (0, 339)	0.4912951865409172"
6304972857,3,"  (0, 352)	1.0"
0895299860,0,"  (0, 419)	0.5559332220616625
  (0, 137)	0.5095416154629239
  (0, 367)	0.46359476569342006
  (0, 698)	0.465172535669546"
0028639197,0,"  (0, 333)	0.4739740433126168
  (0, 389)	0.5161078721729008
  (0, 14)	0.44284577965289906
  (0, 252)	0.31460314506829207
  (0, 170)	0.3599485328042832
  (0, 359)	0.2903976598319097"
0452280362,0,"  (0, 732)	1.0"
0891061320,0,"  (0, 188)	0.5229007941669239
  (0, 720)	0.5412367401291326
  (0, 112)	0.48092212250167427
  (0, 113)	0.44983492825977256"
0520201469,0,"  (0, 326)	0.7910255508707082
  (0, 531)	0.6117831134231253"
B000000WID,1,"  (0, 380)	0.7849259289769405
  (0, 460)	0.619589610968169"
1887734317,0,
0691089566,0,"  (0, 652)	0.7439132286496551
  (0, 451)	0.6682762215132645"
B00000K2C1,1,"  (0, 310)	1.0"
B000050X30,2,"  (0, 831)	1.0"
B000050X32,2,"  (0, 80)	0.8361567166666075
  (0, 449)	0.5484906062762775"
B00000K2C5,1,"  (0, 749)	0.6048093113212729
  (0, 679)	0.6303336093545262
  (0, 460)	0.4867085759026477"
B00000K2C9,1,"  (0, 408)	1.0"
0764420747,0,"  (0, 433)	0.5800298346603819
  (0, 885)	0.604932658480625
  (0, 812)	0.5455473119789094"
0802436919,0,"  (0, 708)	1.0"
B000050X31,2,"  (0, 528)	0.53515241844436
  (0, 226)	0.5225704278676586
  (0, 75)	0.49085815237155084
  (0, 474)	0.4467553146877519"
B000006DGD,1,
1932047093,0,
0830714049,0,"  (0, 486)	0.45596747650570185
  (0, 750)	0.7610662090596318
  (0, 143)	0.3898151954080219
  (0, 359)	0.24681166752329356"
0759248192,0,
0674993691,0,"  (0, 149)	0.4087475705167431
  (0, 463)	0.460765685912807
  (0, 875)	0.4039916373500602
  (0, 493)	0.4292371110837488
  (0, 354)	0.4017492034945342
  (0, 448)	0.33431159595976173"
B000002VTR,1,"  (0, 571)	0.656842701194092
  (0, 823)	0.6117275482799723
  (0, 543)	0.440848128683136"
0226519996,0,"  (0, 841)	0.6986017254867409
  (0, 378)	0.7155107470520261"
186100818X,0,"  (0, 622)	0.5283639771941386
  (0, 72)	0.4446904686619532
  (0, 658)	0.5468914941577421
  (0, 839)	0.47327749608735536"
0192842374,0,"  (0, 149)	0.4570720797838081
  (0, 563)	0.4265397776667392
  (0, 58)	0.7047802080555672
  (0, 378)	0.3353114824804904"
0687020883,0,"  (0, 471)	0.6940988418037144
  (0, 339)	0.7198797106508437"
1402071302,0,"  (0, 264)	0.3662451601969806
  (0, 180)	0.39126772905358315
  (0, 647)	0.33773465281069104
  (0, 172)	0.4077800973988067
  (0, 215)	0.31926755694895687
  (0, 397)	0.3339750372925457
  (0, 689)	0.3123884410297288
  (0, 703)	0.2352609649253909
  (0, 876)	0.2569423770585118"
048641793X,0,"  (0, 876)	1.0"
0970007914,0,"  (0, 68)	1.0"
0684831376,0,"  (0, 697)	1.0"
1591821924,0,"  (0, 104)	0.8182188510865116
  (0, 841)	0.5749068722207702"
0811201899,0,
0310228735,0,"  (0, 225)	0.7474266908070605
  (0, 87)	0.6643442946764929"
B00000K2CD,1,"  (0, 747)	1.0"
B00000K2CG,1,
B00000K2CH,1,"  (0, 351)	1.0"
0694524182,0,"  (0, 650)	0.6331757423730107
  (0, 866)	0.7740080615021957"
0300059191,0,"  (0, 402)	0.7517757232557098
  (0, 43)	0.6594188819887966"
B00000K2CM,1,
1587680238,0,"  (0, 738)	0.6614471545256845
  (0, 272)	0.7499917744681439"
0801020751,0,"  (0, 795)	0.5364191635221877
  (0, 651)	0.5112447285009383
  (0, 225)	0.4952514662391929
  (0, 448)	0.45344161010441913"
0520209672,0,"  (0, 326)	0.8293960072409996
  (0, 378)	0.5586611344748154"
0521775043,0,"  (0, 159)	0.575637446269839
  (0, 451)	0.5897806479109606
  (0, 539)	0.5663923708893559"
B000001OOP,1,
0613020707,0,
0451523822,0,
0937822558,0,
0451163966,0,
0803970978,0,"  (0, 196)	0.4438657989236653
  (0, 398)	0.8960932722355728"
0399233806,0,"  (0, 632)	0.8518845923608882
  (0, 489)	0.4092690478587036
  (0, 549)	0.3267896689966701"
0130742163,0,"  (0, 722)	0.7013204669782988
  (0, 73)	0.7128461282754793"
B000002V0L,1,"  (0, 207)	1.0"
0553801430,0,"  (0, 451)	0.7047497413323772
  (0, 521)	0.7094559902431914"
B000002V0M,1,
B000002V0N,1,"  (0, 515)	1.0"
B000002V0I,1,"  (0, 404)	0.46642756831633014
  (0, 157)	0.3978389252741501
  (0, 49)	0.46642756831633014
  (0, 15)	0.525786167174572
  (0, 85)	0.36078212673802534"
B000002V0H,1,"  (0, 881)	1.0"
B000002V0K,1,"  (0, 683)	1.0"
B000002V0F,1,
B000002V0C,1,"  (0, 85)	1.0"
B000002V0B,1,"  (0, 422)	0.7622189833690312
  (0, 150)	0.6473192577020096"
0446677817,0,"  (0, 233)	0.5337475778478397
  (0, 757)	0.44138263333103134
  (0, 819)	0.5308767309413445
  (0, 481)	0.4883285683639245"
0151009309,0,
B000002V0X,1,"  (0, 881)	0.7570434583168569
  (0, 85)	0.6533645247636677"
B000002V0Y,1,
B000002V0T,1,"  (0, 39)	1.0"
0964742101,0,"  (0, 505)	0.3380813743103797
  (0, 178)	0.372926968977403
  (0, 264)	0.3458307704812874
  (0, 750)	0.635396016229684
  (0, 299)	0.357574955036567
  (0, 484)	0.30893299019705783"
B000002V0W,1,
0927015153,0,"  (0, 145)	0.73966897987654
  (0, 481)	0.6729708761962874"
B000002V0Q,1,
0531302989,0,
B000002V0S,1,"  (0, 404)	0.5083927018942136
  (0, 49)	0.5083927018942136
  (0, 15)	0.5730918760084892
  (0, 85)	0.39324219378707687"
0679767231,0,"  (0, 190)	0.5512941602957562
  (0, 836)	0.48411110165775706
  (0, 201)	0.5079494373751421
  (0, 93)	0.4513297676264957"
096312465X,0,"  (0, 395)	0.831968477192623
  (0, 543)	0.5548229023371224"
0884897761,0,"  (0, 791)	0.41101452193874116
  (0, 554)	0.40948415279023687
  (0, 370)	0.504349101514914
  (0, 757)	0.3636515735788689
  (0, 471)	0.3651641461236292
  (0, 339)	0.3787274146264594"
1881235254,0,"  (0, 372)	0.5866435471000926
  (0, 540)	0.5693973828668762
  (0, 568)	0.575878432509999"
0618096337,0,"  (0, 243)	1.0"
2831570492,0,"  (0, 601)	0.5632365397114046
  (0, 360)	0.5802961015539683
  (0, 136)	0.588235526685689"
0912661119,0,"  (0, 359)	1.0"
0425182681,0,
0910413401,0,"  (0, 55)	0.5775074654134014
  (0, 112)	0.5629961271220887
  (0, 5)	0.5912025780029363"
B000002V06,1,"  (0, 460)	1.0"
B000002V02,1,"  (0, 85)	1.0"
0967294215,0,"  (0, 799)	0.5595891047810332
  (0, 286)	0.5595891047810332
  (0, 127)	0.5026931611659444
  (0, 449)	0.34787879115823317"
B000002V07,1,
0521011892,0,"  (0, 721)	0.7978673557623932
  (0, 800)	0.47116626294823155
  (0, 764)	0.37604525694140145"
0787270180,0,"  (0, 483)	0.7478530414739508
  (0, 430)	0.6638643147196278"
0323019463,0,"  (0, 269)	0.5884070375535213
  (0, 551)	0.5884070375535213
  (0, 872)	0.5545757985298113"
0375823018,0,"  (0, 412)	0.7111345101996206
  (0, 11)	0.7030559781433807"
1559276827,0,"  (0, 701)	0.4409890570681067
  (0, 617)	0.44278063725886735
  (0, 767)	0.4663517556330755
  (0, 842)	0.4148149143286497
  (0, 430)	0.4689547799983244"
0815335415,0,"  (0, 721)	0.3493115923788062
  (0, 647)	0.3493115923788062
  (0, 254)	0.3835905867193119
  (0, 651)	0.3493115923788062
  (0, 798)	0.3612640405628843
  (0, 58)	0.29204399476399623
  (0, 689)	0.3230965578115919
  (0, 448)	0.3098172011295247
  (0, 876)	0.2657499019806334"
019527251X,0,"  (0, 832)	0.4740882428599191
  (0, 422)	0.4553830084234366
  (0, 404)	0.47966937818475297
  (0, 765)	0.4390083557470509
  (0, 87)	0.38086166102318286"
0689714920,0,
038548948X,0,"  (0, 415)	1.0"
B000000NMG,1,"  (0, 590)	1.0"
0942349075,0,"  (0, 508)	0.616404874806421
  (0, 176)	0.5867676663810962
  (0, 687)	0.5251178305909665"
1878857126,0,"  (0, 403)	0.5719669426151367
  (0, 148)	0.4873613146091985
  (0, 410)	0.5401314385331223
  (0, 876)	0.37893376028803033"
0553290991,0,"  (0, 70)	0.864914485407844
  (0, 100)	0.5019192494133737"
0855328673,0,"  (0, 564)	0.6020644873588985
  (0, 212)	0.6516909177726834
  (0, 58)	0.46132125547590414"
B000000NMI,1,"  (0, 727)	0.6885115592315514
  (0, 870)	0.7252253669064105"
B000000NMU,1,"  (0, 305)	0.7301915530963269
  (0, 579)	0.6832424868132646"
B000000NMK,1,"  (0, 544)	1.0"
0740727451,0,"  (0, 336)	0.5276313348121067
  (0, 766)	0.514513246532757
  (0, 101)	0.4072596227627107
  (0, 359)	0.30839368392113625
  (0, 459)	0.4426219934113556"
B000000NMW,1,"  (0, 401)	0.7375541830187876
  (0, 376)	0.6752879586602214"
0764315854,0,"  (0, 320)	0.6093403377683557
  (0, 137)	0.5637349809884878
  (0, 184)	0.5575905522677508"
1572240571,0,"  (0, 127)	1.0"
B000000NMS,1,"  (0, 863)	0.8355079462378358
  (0, 841)	0.5494783633351126"
0007116012,0,"  (0, 416)	0.6529998086308235
  (0, 462)	0.5049763095734188
  (0, 58)	0.4466086394655184
  (0, 359)	0.3451534439238253"
B00004RFI7,2,"  (0, 186)	1.0"
0440224489,0,"  (0, 677)	0.4296729458565461
  (0, 647)	0.7199120654814043
  (0, 665)	0.41701133809486746
  (0, 481)	0.3510118537508153"
0719057779,0,"  (0, 609)	0.4993624874961428
  (0, 302)	0.5817004194855078
  (0, 796)	0.491854334772402
  (0, 378)	0.4127239288164024"
0784017859,3,
0808562797,0,"  (0, 434)	0.6449625272592995
  (0, 429)	0.6134113739079607
  (0, 101)	0.4557958148026869"
B00005UX4G,1,"  (0, 324)	1.0"
0890847061,0,"  (0, 102)	0.7419275060021515
  (0, 526)	0.6704801084576838"
0486420116,0,
0810966042,0,"  (0, 58)	1.0"
0060012404,0,
6305908028,2,"  (0, 303)	0.6195819508267368
  (0, 470)	0.5266492352539324
  (0, 429)	0.5820298868753934"
0964783231,0,"  (0, 92)	0.6295301635313014
  (0, 708)	0.6060302147948907
  (0, 135)	0.48622952600588915"
1565113306,0,"  (0, 153)	1.0"
0812991923,0,"  (0, 407)	0.6229230630456671
  (0, 427)	0.5215540344988997
  (0, 28)	0.5830508096415992"
0934026262,0,
0671723014,0,"  (0, 444)	0.4979567224263799
  (0, 343)	0.5349042712087376
  (0, 519)	0.4240211597027626
  (0, 319)	0.5349042712087376"
1560511567,0,"  (0, 8)	0.764536106856962
  (0, 215)	0.6445809036203289"
0440221501,0,
0435086995,0,"  (0, 230)	0.6106508081199836
  (0, 854)	0.5736400492238231
  (0, 757)	0.4402984492547438
  (0, 359)	0.3227692055521537"
B00004RFIF,2,"  (0, 107)	0.4809407383063228
  (0, 226)	0.49093465300250116
  (0, 794)	0.4857453149247393
  (0, 689)	0.38041222759772453
  (0, 533)	0.3834282186296226"
0520206150,0,"  (0, 605)	1.0"
1590073991,0,"  (0, 573)	0.8130361398199151
  (0, 803)	0.5822132215492289"
B00004RFIE,2,"  (0, 794)	0.6686881760231475
  (0, 689)	0.5236842246201339
  (0, 533)	0.5278361072632729"
B00004RFIC,2,
B00004RFIB,1,"  (0, 715)	1.0"
B000051VPY,1,"  (0, 252)	1.0"
0684827948,0,"  (0, 418)	0.4303157563823513
  (0, 856)	0.8298165823283251
  (0, 481)	0.3552925407351286"
073820188X,0,"  (0, 431)	0.6563749316659366
  (0, 37)	0.6563749316659366
  (0, 100)	0.37194609577339816"
013099541X,0,"  (0, 609)	0.43394479523204
  (0, 396)	0.5443379539205266
  (0, 255)	0.5222959051379679
  (0, 252)	0.315579319180285
  (0, 85)	0.37815973793419133"
0534368190,0,"  (0, 582)	0.6419590676783871
  (0, 721)	0.5377975071778927
  (0, 221)	0.5465001342165804"
1884910394,0,"  (0, 298)	1.0"
0764153250,0,"  (0, 576)	0.43538305779330067
  (0, 394)	0.44914102862194916
  (0, 304)	0.4781192185917616
  (0, 573)	0.46687813792852095
  (0, 366)	0.4026670417759235"
0915035162,0,"  (0, 447)	1.0"
0393320030,0,
0631164014,0,"  (0, 270)	1.0"
0930588185,0,"  (0, 857)	0.475739878070999
  (0, 426)	0.48930009268171976
  (0, 243)	0.439193290712401
  (0, 484)	0.40132733384390434
  (0, 871)	0.4246205508658375"
0471546097,0,
0823414507,0,"  (0, 466)	1.0"
079382804X,0,"  (0, 422)	0.4662758895707104
  (0, 359)	0.5852780394453818
  (0, 543)	0.6633524035895346"
0805840915,0,"  (0, 41)	0.467826172834211
  (0, 785)	0.44922202142830026
  (0, 517)	0.5670061719439226
  (0, 378)	0.37359184522577177
  (0, 543)	0.34390606513039057"
0312291612,0,"  (0, 467)	0.5796384480284268
  (0, 481)	0.4623898535152351
  (0, 282)	0.5660105445758224
  (0, 449)	0.3603428317066083"
0374177171,0,"  (0, 354)	0.7071067811865476
  (0, 415)	0.7071067811865476"
0800629779,0,"  (0, 71)	0.521544947913891
  (0, 189)	0.47886658022418915
  (0, 112)	0.4588409535833813
  (0, 120)	0.43991157431788724
  (0, 703)	0.3076043753683264"
9622930093,0,"  (0, 137)	0.7795909110888589
  (0, 87)	0.6262890796969424"
B000001W2I,1,"  (0, 527)	0.8061813775178356
  (0, 352)	0.591668476888405"
0613099613,0,
1888692057,0,"  (0, 205)	0.33071130380963243
  (0, 417)	0.29379946187017
  (0, 157)	0.5179941829946931
  (0, 291)	0.5442869038138702
  (0, 150)	0.48963833842715254"
0618043608,0,"  (0, 269)	0.8269440142359304
  (0, 39)	0.5622842673589268"
0380820994,0,"  (0, 711)	0.7881135234692774
  (0, 533)	0.615529913265668"
0851779166,0,"  (0, 42)	1.0"
0394547942,0,"  (0, 728)	1.0"
B00000322V,1,
B00006JMAT,1,
0534385656,0,"  (0, 91)	0.5263261420229455
  (0, 173)	0.5156117658150814
  (0, 872)	0.49082076562253696
  (0, 52)	0.4649949195528941"
0804010544,0,"  (0, 763)	0.4494324238848094
  (0, 158)	0.4402833665132602
  (0, 755)	0.3339399485124183
  (0, 581)	0.40354252800840484
  (0, 66)	0.43235809253202545
  (0, 95)	0.37797496243925055"
0879734094,0,"  (0, 870)	0.6072791603145432
  (0, 519)	0.5300617369138639
  (0, 390)	0.5918163368035063"
1570544700,0,"  (0, 30)	1.0"
0071358978,0,"  (0, 869)	0.7048399238671815
  (0, 620)	0.709366394554257"
6300269833,3,"  (0, 412)	1.0"
0826447643,0,"  (0, 410)	0.7685583985112785
  (0, 519)	0.6397796402494994"
0345451767,0,"  (0, 465)	0.7259304622648391
  (0, 100)	0.21500958906539575
  (0, 182)	0.31159880213166835
  (0, 649)	0.3273334699492624
  (0, 449)	0.4717571690255181"
1558746374,0,"  (0, 787)	0.28894427703596953
  (0, 730)	0.5652846279729209
  (0, 414)	0.28264231398646045
  (0, 132)	0.5544879302352338
  (0, 728)	0.4578438071149405"
6305808155,2,
0830830235,0,"  (0, 764)	0.7383380771244444
  (0, 87)	0.6744307850833753"
0875526500,0,"  (0, 345)	0.580517010335512
  (0, 288)	0.27756976190052846
  (0, 791)	0.25180499520575494
  (0, 554)	0.25086742590945743
  (0, 286)	0.30898573240173205
  (0, 22)	0.6034423122128253"
0520013549,0,"  (0, 655)	0.5215605714875008
  (0, 628)	0.4518850111242825
  (0, 439)	0.5017460286444428
  (0, 181)	0.5215605714875008"
B000027V2G,1,"  (0, 449)	1.0"
0803947224,0,"  (0, 630)	0.6266597092775779
  (0, 505)	0.5565409232983655
  (0, 657)	0.5454904302206817"
B000009LCF,1,"  (0, 589)	0.8629976646594124
  (0, 528)	0.5052079084816472"
076442095X,0,"  (0, 514)	0.7967506260328243
  (0, 135)	0.6043082325405658"
B00005RT3I,3,
0538722487,0,"  (0, 507)	0.45111442873514657
  (0, 158)	0.48346865302013464
  (0, 869)	0.45111442873514657
  (0, 444)	0.4382942512772236
  (0, 7)	0.40883707661874225"
B00005QVUM,1,
B000027V2R,1,"  (0, 481)	1.0"
0806522402,0,"  (0, 870)	0.9386538861235749
  (0, 449)	0.34486067051073066"
