,ASIN,Title,Group
1824,3791325027,The Short Century: Independence and Liberation Movements in Africa 1945-1994,Book
1825,0451408624,Lone Eagle (Topaz Historical Romance),Book
1826,0071381856,What Is Six Sigma?,Book
1827,0740718711,Mary Engelbreit Let'S Party Cookbook,Book
1828,0325003556,"Young Mathematicians at Work : Constructing Fractions, Decimals, and Percents",Book
1829,6304112246,Cyborg,Video
1830,1564772608,Shortcuts : A Concise Guide to Rotary Cutting,Book
1831,B000002QMB,Astra,Music
1832,0842329153,Soul Harvest: The World Takes Sides (Left Behind #4),Book
1833,080184620X,What Does a Woman Want? : Reading and Sexual Difference,Book
1834,B00005Y1NY,Soul Spectacular! The Greatest Soul Hits of All Time,Music
1835,0671045539,Until Today! : Devotions for Spiritual Growth and Peace of Mind,Book
1836,0679894780,Thomas the Tank Engine's Big Blue Treasury (Thomas the Tank Engines & Friends Series),Book
1837,B000002QMH,Biggest Hits,Music
1838,B00005Y1NV,The Best Of The Beat Generation,Music
1839,B000002QML,Plays More Golden Songs of Love,Music
1840,B00005Y1NP,Fashion Impression Function EP,Music
1841,0813016657,"Florida Butterfly Gardening: A Complete Guide to Attracting, Identifying, and Enjoying Butterflies of the Lower South",Book
1842,1580620469,The World of Sherlock Holmes: The Facts and Fiction Behind the World's Greatest Detective,Book
1843,B000002QMV,Here Comes the Bride,Music
1844,B00005Y1ND,Queen Of The Highway,Music
1845,B000002QMZ,The Dramatic Jackpot,Music
1846,0896413489,Water Polo,Book
1847,1561707384,"Spiritual Insights into the Genius of Leonardo da Vinci: A Dialogue Between Michael J. Gelb, M.D., and Deepak Chopra, M.D. (Dialogues at the Chopra Center for Well Being)",Book
1848,B00005Y1NF,Star Trek The Next Generation - The Complete First Season,DVD
1849,0671041274,Dreaming In Color Living In Black And White : Our Own Stories of Growing Up Black in America (Children of Conflict (Young Readers)),Book
1850,0670882062,Origami : Inspired by Japanese Prints from the Metropolitan Museum ofArt,Book
1851,0894715968,The Diabetic's Brand Name Food Exchange Handbook,Book
1852,0764303023,Vintage Style 1920-1960 (Schiffer Book for Collectors),Book
1853,1888344059,Evaluating Writing: An Evaluation Program (Writing Strands Ser),Book
1854,089255228X,"Starting With ""I"" : Personal Essays by Teenagers",Book
1855,0892819006,The Pagan Mysteries of Halloween: Celebrating the Dark Half of the Year,Book
1856,1575421038,Freeing Our Families from Perfectionism,Book
1857,0140150528,The Portable Romantic Poets : Romantic Poets: Blake to Poe (The Viking Portable Library),Book
1858,6303144837,Thumbelina,Video
1859,B000050XXO,Casablanca - Limited Edition Collector's Set,DVD
1860,1570716587,Secrets of Question Based Selling: How the Most Powerful Tool in Business Can Double Your Sales Results,Book
1861,1573928003,The Theory of Moral Sentiments (Great Books in Philosophy),Book
1862,0671894390,PLACE AT THE TABLE: THE GAY INDIVIDUAL IN AMERICAN SOCIETY,Book
1863,1567185657,Tarot: Your Everyday Guide,Book
1864,0792146220,"Star Trek - The Next Generation, Episode 130: Relics",Video
1865,158017261X,"Storey's Guide to Raising Turkeys: Breeds, Care, Health",Book
1866,0937064815,I Ching: The Book of Changes and the Unchanging Truth,Book
1867,1587152827,The Misenchanted Sword,Book
1868,0921991053,The Leibstandarte III,Book
1869,B00008RV0I,Darkness into Light,Music
1870,0316893595,Winona Ryder,Book
1871,0673575918,"Ecce Romani, Level IIB (Student Manual/Study Guide)",Book
1872,0140188444,Vera Brittain: Testament of Youth: An Autobiographical Study of the Years 1900-1925 (Penguin Twentieth-Century Classics),Book
1873,0814731279,The Houses of History: A Critical Reader in Twentieth-Century History and Theory,Book
1874,B00004T0BR,Dream Journeys,Music
1875,0684850028,Write It Down Make It Happen: Knowing What You Want And Getting It,Book
1876,B00003ZKSP,Slipknot,Music
1877,0192100351,Anna Karenina (Oxford World's Classics Hardcovers),Book
1878,1885593295,Geology Rocks!: 50 Hands-On Activities to Explore the Earth (Kaleidoscope Kids),Book
1879,0809224321,Peak Performance Golf,Book
1880,1565122291,Godforsaken Sea : Racing the World's Most Dangerous Waters,Book
1881,1575846578,Tyler is Shy (Fisher Price All Star Readers),Book
1882,B00004UEEA,Noddy & The Magic Night,Video
1883,1567993788,English Country (Architecture and Design Library),Book
1884,0520066669,Tennyson: A Selected Edition Incorporating the Trinity College Manuscripts,Book
1885,B00006JMS0,Jungle Jim [Serial],DVD
1886,0892967161,One Virgin Too Many,Book
1887,B00008RV0Q,Televisor,Music
1888,0881923311,Success With Rhododendrons and Azaleas,Book
1889,6305301999,Playmate Pajama Party,DVD
1890,B000000KSN,Soul of Greece,Music
1891,0448417367,How to Speak Dolphin in Three Easy Lessons (Zack Files),Book
1892,1882810317,Triumph & Defeat: The Vicksburg Campaign,Book
1893,0595272819,Big Lou: The Life and Career of Actor Louis Edmonds,Book
1894,B000000KST,Soul of Israel,Music
1895,0028018281,Aircraft Gas Turbine Engine Technology,Book
1896,0375402454,Chic Simple: What Should I Wear? : Dressing for Occasions (Chic Simple),Book
1897,0819880337,Vatican II Weekday Missal: Millennium Edition (Prayer and Inspiration),Book
1898,087779121X,"Merriam-Webster's Crossword Puzzle Dictionary, Second Edition",Book
1899,0072508337,Management & Organizational Behavior with PowerWeb,Book
1900,0075706830,Comprehension and Language Arts Skills Level 3,Book
1901,0439176859,"Above the Veil (The Seventh Tower, Book 4)",Book
1902,1841760560,"Prussian Regular Infantryman 1808-1815 (Warrior, 62)",Book
1903,B00005HYH8,Meddle,Music
1904,B000002WVK,The Essential Dottie West,Music
1905,0590442929,Clifford's Good Deeds (Clifford),Book
1906,B00005HYH4,More,Music
1907,0020160224,How to Think About God: A Guide for the 20th-Century Pagan,Book
1908,B00005HYH2,The Piper at the Gates of Dawn,Music
1909,B00005HYH5,Ummagumma,Music
1910,6305306141,Detroit 9000,Video
1911,0312262531,Cruzatte & Maria : A Montana Mystery Featuring Gabriel Du Pre (Montana Mysteries (Hardcover)),Book
1912,0918825148,Nineteen Ways of Looking at Wang Wei: How a Chinese Poem Is Translated,Book
1913,0072226234,Wi-Fi (802.11) Network Handbook,Book
1914,B00005HYHA,Dark Side of the Moon,Music
1915,0582297966,How to Teach English,Book
1916,B00005HYHC,The Wall,Music
1917,0886778506,Ties of Power (Trade Pact Universe),Book
1918,0940232537,How to Meet in Homes,Book
1919,1931153221,The Performance Horse : A Photographic Tribute,Book
1920,0862419956,"The Leithen Stories: The Power-House, John Macnab, the Dancing Floor, Sick Heart River (Canongate Classics)",Book
1921,0517708752,"Living with Dogs : Collections and Traditions, At Home and Afield",Book
1922,B000026H15,A&M Gold Series,Music
1923,0300030991,Hannah Arendt : For Love of the World,Book
1924,B00005Q6L8,The Newest Nicktoons,Music
1925,0028622189,"Weight Watchers Coach Approach: How to Motivate the ""Thin"" You",Book
1926,088419745X,The Bible Cure for PMS and Mood Swings (Bible Cure (Siloam)),Book
1927,B000000GP0,"Television's Greatest Hits, Vol.6: Remote Control",Music
1928,0262061570,Building Problem Solvers (Artificial Intelligence),Book
1929,B00004UEEE,Pokemon - The Po-Ke Corral (Vol. 21),DVD
1930,0023233001,Directors on Directing : A Source Book of the Modern Theatre,Book
1931,0141312270,Saying It Out Loud,Book
1932,0465098290,The End of Equality,Book
1933,6303049079,Mrs. Doubtfire,Video
1934,0816520526,Killing Time With Strangers (Sun Tracks),Book
1935,1580171575,"Grow the Best Tomatoes : Storey Country Wisdom Bulletin A-189 (Storey Country Wisdom Bulletin, a-189)",Book
1936,0374525811,Birthday Letters : Poems,Book
1937,0195158202,"Reason, Freedom, and Democracy in Islam: Essential Writings of Abdolkarim Soroush",Book
1938,0030339588,Perspectivas Text/Audio CD Package,Book
1939,0316082775,"Bartlett's Familiar Quotations : A Collection of Passages, Phrases, and Proverbs Traced to Their Sources in Ancient and Modern Literature",Book
1940,B00002544A,Anthem,Music
1941,B00002544D,Changeling,Music
1942,0345440390,Summer Moon,Book
1943,0201618354,"Sears and Zemansky's University Physics 10th edition (Study Guide, Chapters 1-21)",Book
1944,6303647073,Platinum Series: Buns & Thighs of Steel 2000,Video
1945,0020418000,Susan B. Anthony : Champion of Women's Rights (Childhood Of Famous Americans),Book
1946,0195096320,From Brouwer to Hilbert: The Debate on the Foundations of Mathematics in the 1920s,Book
1947,B000031KJ8,Sworn Eyes,Music
1948,0896584593,The Art of Outdoor Photography: Techniques for the Advanced Amateur and Professional,Book
1949,1573228311,The Wholeness of a Broken Heart : A Novel,Book
1950,0440918057,Down a Dark Hall (Laurel Leaf Books),Book
1951,0262522756,Rational Choice and Security Studies: Stephen Walt and His Critics (International Security Readers),Book
1952,B000005P68,Dance of the Celts,Music
1953,0435083341,"Read Any Good Math Lately? : Children's Books for Mathematical Learning, K-6",Book
1954,0425168727,"The Lady, Her Lover, and Her Lord",Book
1955,B00000JNTN,Classic Albums - Jimi Hendrix: Electric Ladyland,DVD
1956,B00000JNTB,Behind the Scenes with Wayne Thiebaud,Video
1957,0875522696,Perspectives on Pentecost,Book
1958,B00000JNTX,The Stars of Star Wars - Interviews from the Cast,DVD
1959,0136298419,Object-Oriented Modeling and Design,Book
1960,1859842186,Ethics of the Real: Kant and Lacan (Wo Es War),Book
1961,B00002SWRG,War Dance,Music
1962,1581802587,Powerful Page Design: Top Designers Lay Out Their Concepts to Reveal Their Inspirations,Book
1963,0688123627,Israel: A History,Book
1964,0687194938,An Introduction to the Bible,Book
1965,B00000JNTT,The Cassandra Crossing,DVD
1966,B00000JNTV,Watch Me,Video
1967,0781720311,Clinical HAndbook of Psychiatry and the Law,Book
1968,0195139550,"Broadway Yearbook, 1999-2000 (Broadway Yearbook)",Book
1969,0813011604,Jerry Uelsmann: Photo Synthesis,Book
1970,0195131762,Building Inside Nature's Envelope: How New Construction and Land Preservation Can Work Together,Book
1971,630302663X,Red Shoe Diaries 4 Auto Erotica,Video
1972,0762700823,Pacific Northwest Lighthouses (Lighthouse Series),Book
1973,0760301352,Corvette: America's Sports Car,Book
1974,0939443031,God's Politician: William Wilberforce's Struggle,Book
1975,0316817805,"Stokes Butterfly Book : The Complete Guide to Butterfly Gardening, Identification, and Behavior",Book
1976,087477893X,A Cancer Battle Plan,Book
1977,6303481310,Royal Space Force:  Wings of Honneamise,Video
1978,0553268147,Honoring the Self: Self-Esteem and Personal Tranformation,Book
1979,6305276854,WWE WrestleMania 2 - What The World Is Coming To,Video
1980,0801840368,Long-Wave Rhythms in Economic Development and Political Behavior,Book
1981,0312182953,253: The Print Remix,Book
1982,1550462733,One Track Mind: Photographic Essays on Western Railroading (Masters of Railroad Photography Series),Book
1983,0345439988,Old Men at Midnight (Ballantine Reader's Circle),Book
1984,1564967425,Mosaics Inside and Out,Book
1985,032110028X,Overtime! The Election 2000 Thriller,Book
1986,0375823611,"Ve, Perro. Ve! : Go, Dog. Go! (Bright & Early Board Books)",Book
1987,0201180952,Managing the Software Process,Book
1988,0226118711,Tuhami : Portrait of a Moroccan,Book
1989,0312241763,"Dancing at Ciro's: A Family's Love, Loss, and Scandal on the Sunset Strip",Book
1990,0374175403,In America,Book
1991,2060000793,Michelin the Green Guide Sicily (Michelin Green Guide: Sicily),Book
1992,B0000005PE,Blue Blvd,Music
1993,B00000DDNK,Bach: Art of Fugue; Mozart-Bach: Fugues K405; Mozart: Fugue K401,Music
1994,1895629551,Lacrosse Team Strategies,Book
1995,0761530134,The Natural Pharmacist : Drug-Herb-Vitamin Interactions Bible,Book
1996,B0000296J4,Big City,Music
1997,0252069250,The First Look,Book
1998,B0000005PW,Tennessee Border,Music
1999,B00000DDNT,Smoke on the Mountain,Music
2000,0517703734,The Home Decorator's Bible,Book
2001,0781714273,"Prescription for the Boards, USMLE Step 2",Book
2002,1889392146,"Baby Bargains: Secrets to Saving 20% to 50% on Baby Furniture, Equipment, Clothes, Toys, Maternity Wear and Much, Much More!",Book
2003,0766126439,"Anacalypsis, Part 1: An Attempt to Draw Aside the Veil of the Saitic Isis or an Inquiry into the Origin of Languages, Nations and Religions",Book
2004,6304963173,The Bicycle Thief,Video
2005,0226041395,"Manliness and Civilization : A Cultural History of Gender and Race in the United States, 1880-1917 (Women in Culture and Society Series)",Book
2006,0688163173,Shutter Island: A Novel,Book
2007,B000005CAK,Evanescence,Music
2008,0375806512,The Sesame Street Word Book,Book
2009,0440429838,The Great Brain Does it Again,Book
2010,188712344X,Joe Brainard: A Retrospective,Book
2011,0688179738,Typographics 3 Global Vision,Book
2012,0201710595,Introductory Statistics (6th Edition),Book
2013,156414206X,"The Smart Woman's Guide to Interviewing and Salary Negotiation, Third Edition",Book
2014,0310229952,Jesus the Pastor,Book
2015,156329818X,"ICD-9-CM Spiral Expert for Physicians, Volumes 1 and 2, 2002, International Classification of Diseases, 9th Revision, Clinical Modification",Book
2016,0324066694,Accounting Concepts and Applications,Book
2017,B000000H60,Once Upon the Cross,Music
2018,0811211355,The Theatre of Tennessee Williams: Battle of Angels the Glass Menagerie a Streetcar Named Desire (Theatre of Tennessee Williams),Book
2019,0072553936,Marketing Strategy:  A Decision-Focused Approach,Book
2020,0809123703,"Meister Eckhart , Vol. 2: The Essential Sermons, Commentaries, Treatises and Defense (Classics of Western Spirituality)",Book
2021,094223748X,Quick and Cozy Afghans,Book
2022,1561708445,Sanctuary : The Path to Consciousness,Book
2023,0743504836,Hollywood Wives - The New Generation,Book
2024,1587611325,Graceful Parenting: Simple Advice for Raising a Gentle and Loving Child,Book
2025,1572318643,Microsoft Visual Basic 6.0 Reference Library,Book
2026,3822855650,Eric Stanton: She Dominates All and Other Stories (TASCHEN Icons Series),Book
2027,B000063DGK,A Real Dead One [Limited Edition],Music
2028,B000063DGI,X Factor [Limited Edition],Music
2029,0801022770,God So Loved the World: A Christology for Disciples,Book
2030,B000063DGC,Tribute,Music
2031,B00005QCUN,Gatecrasher: Digital,Music
2032,B000063DGF,Classics [Japan Bonus DVD],Music
2033,0781807328,Hippocrene Children's Illustrated Czech Dictionary: English-Czech/Czech-English ((Hippocrene Children's Illustrated Dictionaries Ser.)),Book
2034,B00005QCUK,Sessions V.13: Kings of Tomorrow Sessions,Music
2035,B000063DGE,Live at Donnington [Limited Edition],Music
2036,1842401785,Michael Jackson: An Exceptional Journey : The Unauthorised Biography in Words and Pictures,Book
2037,155868767X,Culture Shock! France (Culture Shock! France),Book
2038,0865733430,Home Decor for Beginners (Seams Sew Easy),Book
2039,0486204154,Best Ghost Stories of J.S. Lefanu,Book
2040,0781725445,"Exercise Physiology: Energy, Nutrition, and Human Performance",Book
2041,047138738X,Sweet Seasons: Fabulous Restaurant Desserts Made Simple,Book
2042,B000063DG8,Style,Music
2043,157062383X,Soul Without Shame,Book
2044,B000063DG0,Keyboard Classics,Music
2045,B000063DG3,1000 Kisses,Music
2046,0671891065,Teen Tips - A Practical Survival Guide For Parents With Kids 11-19 : A Practical Survival Guide For Parents With Kids 11-19,Book
2047,B00005QCU0,Bear in the Big Blue House - Visiting The Doctor With Bear,DVD
2048,0374528152,Games With Books: Twenty-eight of the Best Children's books and How to Use Them to Help Your Child Learn-From Preschool to Third Grade,Book
2049,0811833224,Christmas Is Coming!,Book
2050,0312020309,All Things Bright and Beautiful,Book
2051,0486290840,Fairies Notebook (Decorative Notebooks),Book
2052,B000006MTC,Pussy,Music
2053,B000000HPE,Emotion,Music
2054,158609131X,Little House in the Big Woods Study Guide,Book
2055,B00005YP9Z,Restful Mind,Music
